hotel,lead_time,arrival_month,arrival_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,room_type,previous_cancellations,previous_bookings_not_canceled,adr,occupancy_rate
Resort Hotel,102,9,45,4,3,1,1,1,Standard,3,9,4323.72,0.825
City Hotel,54,2,32,7,3,1,2,0,Family,1,5,7304.07,0.556
City Hotel,256,2,12,3,2,2,2,1,Standard,0,9,3860.54,0.558
City Hotel,100,12,21,6,0,1,1,0,Deluxe,1,0,6729.25,0.687
Resort Hotel,197,12,15,3,2,1,0,0,Family,3,5,8775.74,0.763
Resort Hotel,300,7,35,7,0,1,1,0,Family,2,7,7819.69,0.757
City Hotel,225,12,3,6,2,1,0,0,Deluxe,3,9,6809.76,0.676
Resort Hotel,236,10,2,4,3,2,1,0,Family,0,7,7813.38,0.764
City Hotel,25,4,6,4,1,3,2,0,Deluxe,3,0,6111.41,0.656
City Hotel,120,10,16,5,0,2,2,0,Suite,4,6,9836.43,0.755
Resort Hotel,181,8,23,3,1,1,1,0,Suite,3,9,8000.76,0.685
Resort Hotel,198,9,31,2,3,1,1,0,Standard,4,9,4765.56,0.709
City Hotel,301,7,50,5,2,2,1,0,Standard,1,3,4774.79,0.725
Resort Hotel,254,5,41,4,3,1,2,0,Standard,4,5,3877.3,0.644
Resort Hotel,121,8,30,0,1,2,2,0,Standard,3,5,5092.27,0.749
City Hotel,30,4,3,6,3,3,0,0,Deluxe,3,4,6952.32,0.563
City Hotel,314,2,16,5,3,1,1,0,Suite,3,9,8433.88,0.518
Resort Hotel,284,11,4,1,2,3,1,0,Deluxe,0,8,6451.6,0.83
City Hotel,105,12,46,2,1,3,2,0,Family,1,9,9487.88,0.711
City Hotel,223,6,36,6,1,1,1,1,Family,4,7,6908.92,0.537
Resort Hotel,272,9,28,5,1,1,0,1,Family,2,5,7743.43,0.952
City Hotel,231,1,50,4,0,2,1,0,Family,4,3,6365.87,0.567
City Hotel,255,11,50,7,3,2,2,1,Family,3,3,8708.6,0.75
Resort Hotel,23,10,50,4,1,1,1,1,Suite,2,8,9879.0,0.681
Resort Hotel,108,12,28,2,3,2,2,1,Deluxe,2,3,6781.83,0.708
City Hotel,190,7,3,1,2,3,0,0,Family,4,6,6904.84,0.67
City Hotel,346,10,26,5,2,3,0,0,Standard,4,5,5818.2,0.74
Resort Hotel,24,9,39,7,0,1,1,0,Suite,4,1,9399.79,0.769
Resort Hotel,186,10,13,5,0,2,1,1,Standard,4,4,4406.03,0.62
Resort Hotel,287,9,7,3,2,1,2,1,Suite,1,2,9773.18,0.599
Resort Hotel,115,10,13,0,1,3,0,0,Suite,0,8,8968.99,0.776
City Hotel,337,11,4,4,2,1,0,1,Standard,0,9,3741.13,0.814
Resort Hotel,36,3,16,5,3,1,0,1,Standard,4,0,3520.25,0.665
Resort Hotel,281,11,28,5,0,1,0,0,Family,0,9,7672.42,0.941
City Hotel,136,5,47,6,0,1,1,1,Standard,4,3,3542.59,0.598
Resort Hotel,226,8,13,6,2,3,1,1,Deluxe,4,3,6231.5,0.767
City Hotel,319,8,42,5,1,1,2,0,Suite,4,8,8838.3,0.596
Resort Hotel,327,4,10,1,1,1,0,1,Suite,1,0,8131.79,0.341
Resort Hotel,181,12,5,0,3,2,1,0,Family,3,1,9474.12,0.702
Resort Hotel,361,11,36,5,0,1,1,0,Suite,0,0,9682.49,0.727
City Hotel,85,11,19,2,2,2,0,0,Standard,0,0,4766.12,0.99
City Hotel,52,1,30,4,2,1,1,0,Suite,1,0,7640.71,0.359
Resort Hotel,347,1,47,3,0,2,2,0,Suite,1,2,8206.74,0.599
City Hotel,354,4,41,6,2,1,2,0,Standard,4,3,3380.38,0.541
City Hotel,234,6,48,2,0,2,0,0,Standard,4,9,3447.3,0.7
City Hotel,266,8,28,4,1,1,2,1,Suite,3,1,9875.95,0.704
City Hotel,286,6,31,7,1,1,1,0,Deluxe,0,0,6680.2,0.559
City Hotel,99,12,36,6,2,2,2,1,Standard,1,4,5891.12,0.902
City Hotel,86,9,43,1,1,1,1,1,Deluxe,3,5,6691.44,0.77
Resort Hotel,14,9,49,6,1,1,0,0,Deluxe,0,1,7117.78,0.724
Resort Hotel,100,2,1,0,3,1,0,1,Family,3,2,7028.7,0.579
City Hotel,164,10,9,0,0,1,1,0,Deluxe,3,9,5736.3,0.708
Resort Hotel,28,1,12,4,0,3,1,0,Family,4,2,7116.13,0.332
Resort Hotel,113,2,23,2,2,1,2,0,Deluxe,3,1,5396.24,0.561
Resort Hotel,106,5,12,3,0,3,1,0,Family,4,3,7096.39,0.848
Resort Hotel,363,4,42,1,3,3,0,0,Standard,0,4,3235.42,0.685
City Hotel,129,4,9,4,2,1,1,0,Suite,0,7,8941.16,0.629
Resort Hotel,83,9,26,7,2,2,2,1,Suite,4,5,9869.01,0.764
Resort Hotel,270,11,30,1,0,2,2,1,Family,2,8,8882.3,0.775
City Hotel,243,8,20,0,1,1,1,1,Standard,3,2,3937.1,0.476
City Hotel,213,6,16,5,1,3,2,1,Family,0,9,8565.35,0.545
Resort Hotel,305,1,13,5,1,2,2,1,Family,3,8,6933.49,0.519
Resort Hotel,165,2,35,3,1,1,0,0,Standard,2,3,3485.9,0.642
Resort Hotel,278,6,50,1,3,1,1,1,Deluxe,3,7,4879.37,0.833
Resort Hotel,58,11,4,4,2,3,0,0,Deluxe,2,9,7245.58,0.667
Resort Hotel,89,2,51,3,1,2,0,0,Standard,1,6,3780.48,0.616
Resort Hotel,330,10,25,6,3,1,2,0,Family,2,6,9081.58,0.527
City Hotel,193,5,13,6,2,2,0,0,Suite,0,8,7860.55,0.592
Resort Hotel,122,5,28,7,0,1,1,0,Family,4,9,7370.23,0.622
Resort Hotel,135,6,45,2,0,1,1,0,Deluxe,4,1,4639.97,0.819
City Hotel,138,6,12,5,3,1,1,0,Standard,3,4,4004.22,0.568
City Hotel,228,6,24,4,2,3,0,1,Standard,1,2,4190.44,0.615
City Hotel,273,2,28,1,1,3,1,0,Standard,3,6,3649.02,0.649
City Hotel,49,10,1,3,2,3,1,0,Deluxe,2,2,8125.39,0.677
Resort Hotel,117,3,34,4,1,2,0,1,Family,4,4,7891.23,0.522
Resort Hotel,201,6,3,3,3,3,0,1,Standard,2,4,4054.17,0.506
Resort Hotel,190,8,22,3,1,3,0,0,Suite,4,1,9480.38,0.762
Resort Hotel,363,12,21,3,3,2,0,1,Standard,4,0,5286.58,0.657
Resort Hotel,322,11,27,1,2,2,2,0,Family,4,5,8156.08,0.88
Resort Hotel,180,12,21,4,2,2,0,0,Deluxe,0,0,6708.29,0.675
City Hotel,77,1,22,0,1,2,0,0,Suite,2,8,7681.21,0.449
Resort Hotel,74,1,13,0,2,3,1,0,Suite,3,9,8543.58,0.408
City Hotel,294,11,44,1,1,3,1,1,Standard,1,4,4868.8,0.747
City Hotel,280,2,16,6,2,2,0,1,Family,3,0,7111.03,0.658
Resort Hotel,20,11,46,1,0,3,0,1,Standard,2,7,5778.66,0.705
City Hotel,170,12,24,5,1,1,0,0,Suite,1,0,10061.78,0.702
Resort Hotel,14,12,46,3,3,3,1,0,Standard,3,3,4962.29,0.798
City Hotel,210,6,17,4,0,1,1,1,Family,1,6,6480.72,0.643
Resort Hotel,47,9,5,4,3,2,0,1,Deluxe,2,3,6864.68,0.793
City Hotel,85,4,38,2,2,2,1,0,Suite,4,4,8679.29,0.468
Resort Hotel,148,3,42,2,0,3,1,1,Family,2,6,6379.0,0.599
Resort Hotel,187,12,27,7,2,2,0,1,Standard,0,3,4375.97,0.924
Resort Hotel,305,8,41,0,1,3,1,0,Suite,1,4,8665.39,0.599
Resort Hotel,150,11,32,2,3,3,0,1,Standard,2,6,5178.45,0.794
Resort Hotel,140,10,26,2,2,3,2,0,Standard,4,0,5366.94,0.648
City Hotel,68,9,7,0,3,3,2,1,Deluxe,4,2,6511.08,0.835
City Hotel,259,12,36,5,3,1,2,1,Standard,2,0,5003.45,0.969
City Hotel,333,11,7,6,2,1,1,0,Standard,3,2,4532.69,0.656
Resort Hotel,8,5,43,0,1,2,2,0,Family,2,1,7980.53,0.654
City Hotel,120,9,27,6,3,1,1,0,Standard,4,4,4245.32,0.761
Resort Hotel,100,2,38,7,2,2,0,0,Deluxe,2,9,5709.71,0.563
Resort Hotel,148,3,48,2,1,2,2,0,Standard,0,4,4363.63,0.552
City Hotel,145,7,48,4,2,3,1,0,Standard,3,9,4584.19,0.618
City Hotel,352,7,24,2,1,3,2,1,Standard,2,8,4326.18,0.518
Resort Hotel,242,6,24,3,3,3,1,1,Suite,4,7,9323.84,0.634
City Hotel,240,6,45,7,0,3,1,0,Deluxe,2,2,5890.99,0.736
Resort Hotel,336,2,44,6,2,3,0,0,Suite,2,0,8277.21,0.66
Resort Hotel,42,10,29,6,3,3,1,0,Deluxe,1,4,6765.93,0.768
Resort Hotel,94,6,27,3,2,1,1,1,Deluxe,2,2,6155.04,0.551
Resort Hotel,225,4,34,3,2,2,2,1,Family,0,4,7631.43,0.472
Resort Hotel,5,12,21,5,1,2,0,1,Suite,4,8,10673.09,0.738
City Hotel,213,3,45,1,2,3,1,1,Deluxe,1,0,5862.93,0.384
City Hotel,205,11,1,3,1,1,2,0,Deluxe,2,0,7130.74,0.523
Resort Hotel,66,2,10,6,3,3,0,1,Family,3,8,8382.32,0.415
Resort Hotel,99,1,30,4,2,1,1,1,Suite,0,2,7890.01,0.556
City Hotel,11,11,28,6,3,1,2,1,Standard,0,9,5967.77,0.611
City Hotel,236,11,42,6,0,2,0,0,Family,0,4,8615.25,0.808
Resort Hotel,321,5,30,5,3,2,0,1,Deluxe,1,8,5296.18,0.542
City Hotel,257,2,28,1,2,1,0,0,Suite,2,4,8202.6,0.67
Resort Hotel,336,2,29,1,0,2,0,1,Deluxe,0,2,4373.63,0.49
City Hotel,134,7,31,3,1,1,1,1,Family,2,8,8001.82,0.629
Resort Hotel,221,8,43,7,0,1,1,1,Family,3,6,8509.72,0.625
City Hotel,155,10,41,2,2,1,0,0,Suite,2,6,9303.94,0.677
Resort Hotel,141,8,4,6,2,2,0,1,Family,2,7,9124.98,0.709
City Hotel,157,4,49,0,3,3,1,1,Family,2,4,8695.14,0.629
City Hotel,325,1,19,2,1,2,2,0,Standard,4,1,3209.0,0.52
Resort Hotel,343,11,10,2,2,3,0,1,Deluxe,1,8,6742.65,0.648
City Hotel,261,7,45,1,2,2,1,1,Standard,2,2,5212.26,0.716
Resort Hotel,282,1,31,1,1,2,1,1,Standard,0,1,2677.2,0.404
City Hotel,337,11,34,5,1,3,2,1,Suite,4,9,8482.32,0.666
Resort Hotel,343,4,41,5,3,1,1,1,Family,2,9,7695.83,0.543
City Hotel,228,8,39,1,0,3,0,0,Deluxe,4,4,5550.89,0.778
Resort Hotel,279,2,42,4,1,1,1,1,Deluxe,1,7,4340.7,0.436
City Hotel,357,6,44,4,2,1,0,1,Deluxe,4,2,4929.71,0.687
Resort Hotel,289,6,31,0,1,2,1,0,Family,0,5,6341.83,0.393
City Hotel,167,12,52,1,2,2,0,0,Deluxe,2,8,7315.38,0.851
Resort Hotel,46,9,11,3,3,2,0,1,Deluxe,0,1,7284.92,0.83
Resort Hotel,202,5,36,5,0,2,1,1,Family,3,7,7431.1,0.686
Resort Hotel,213,10,44,1,3,2,0,1,Suite,4,9,9101.74,0.745
City Hotel,245,4,44,4,1,3,1,0,Deluxe,4,6,5807.74,0.53
Resort Hotel,23,5,32,1,2,3,1,1,Family,4,2,8740.25,0.531
City Hotel,320,12,23,4,1,3,1,0,Standard,1,0,4529.84,0.715
Resort Hotel,273,12,40,1,1,3,0,0,Family,0,5,8071.13,0.74
City Hotel,43,10,52,6,1,2,1,0,Standard,3,1,5937.92,0.843
Resort Hotel,331,11,46,3,1,3,2,1,Family,1,2,8320.66,0.763
City Hotel,312,5,39,7,0,3,0,1,Deluxe,1,4,5308.29,0.703
City Hotel,362,8,3,0,2,1,2,1,Suite,2,7,8659.16,1.0
Resort Hotel,155,10,28,6,1,2,2,0,Suite,3,1,9098.52,0.915
City Hotel,198,12,25,3,2,3,2,1,Deluxe,4,5,7389.75,0.798
City Hotel,161,8,28,4,0,3,2,1,Standard,4,0,4751.87,0.644
Resort Hotel,233,2,19,5,2,3,1,0,Family,2,6,7751.98,0.633
City Hotel,162,7,46,5,2,2,2,0,Deluxe,4,3,6178.77,0.758
City Hotel,115,8,19,2,0,3,0,0,Family,0,0,8096.29,0.754
City Hotel,92,11,42,3,1,1,2,0,Deluxe,4,8,6871.39,0.923
Resort Hotel,41,6,44,1,2,2,2,0,Deluxe,0,8,5627.57,0.556
City Hotel,283,5,29,0,3,1,2,1,Family,2,2,6711.83,0.654
Resort Hotel,209,11,50,1,2,2,1,0,Suite,2,5,10046.73,0.771
City Hotel,205,9,19,1,1,3,2,1,Suite,0,6,9918.89,0.793
City Hotel,219,3,18,3,3,2,2,0,Standard,4,3,3146.97,0.529
City Hotel,279,12,45,7,1,2,2,1,Family,2,5,8724.29,0.837
Resort Hotel,135,10,49,0,2,2,0,1,Standard,2,8,4587.81,0.571
City Hotel,105,4,24,2,0,1,1,0,Deluxe,0,9,5556.45,0.598
City Hotel,117,9,38,6,1,2,1,0,Standard,2,5,5153.4,0.896
Resort Hotel,236,6,16,1,1,3,1,1,Deluxe,4,6,5917.53,0.598
City Hotel,308,8,18,0,0,2,0,0,Family,2,5,6904.1,0.69
Resort Hotel,99,7,41,2,2,2,2,0,Family,0,6,8239.02,0.782
Resort Hotel,260,11,13,6,1,3,0,0,Family,4,0,8040.29,0.822
City Hotel,304,2,4,1,2,3,1,0,Family,3,5,6708.47,0.379
Resort Hotel,353,3,13,0,2,1,1,0,Standard,0,8,1901.64,0.561
City Hotel,285,1,35,6,2,3,1,0,Deluxe,3,2,4951.5,0.563
Resort Hotel,327,9,4,3,0,3,0,0,Suite,2,5,8455.99,0.862
Resort Hotel,102,7,19,7,2,3,1,0,Family,4,3,8230.88,0.793
City Hotel,62,1,24,5,2,2,2,1,Family,2,6,7990.52,0.519
Resort Hotel,174,3,33,5,3,1,0,1,Deluxe,4,6,4615.78,0.639
Resort Hotel,281,4,33,1,3,3,2,0,Suite,1,8,8418.6,0.592
Resort Hotel,292,4,9,1,3,3,1,0,Family,2,3,7638.12,0.55
Resort Hotel,225,5,3,6,1,3,1,1,Suite,2,7,8437.58,0.735
Resort Hotel,6,3,3,0,1,2,0,0,Family,2,7,7672.41,0.678
City Hotel,126,3,30,5,3,2,2,0,Standard,0,7,4487.31,0.602
Resort Hotel,91,1,18,1,0,1,0,0,Standard,4,7,3212.59,0.46
City Hotel,189,7,2,2,0,1,2,0,Suite,4,5,8299.76,0.672
Resort Hotel,358,11,32,1,3,2,1,1,Deluxe,4,7,5854.02,0.779
City Hotel,52,10,43,5,1,3,0,0,Deluxe,0,5,6824.69,0.842
City Hotel,241,1,9,4,1,3,0,1,Standard,4,9,3773.87,0.494
Resort Hotel,131,2,2,7,0,1,2,0,Deluxe,2,1,6028.84,0.553
Resort Hotel,363,4,20,5,2,3,1,1,Deluxe,3,2,5872.61,0.619
Resort Hotel,111,4,27,2,0,2,1,1,Deluxe,1,5,5368.64,0.573
City Hotel,6,5,36,0,2,1,2,1,Suite,4,6,8453.27,0.651
Resort Hotel,229,11,41,2,1,2,2,0,Suite,0,3,10117.54,0.786
City Hotel,155,2,46,4,1,2,2,0,Deluxe,0,0,5413.09,0.468
City Hotel,196,4,19,4,3,3,2,0,Standard,4,3,3737.6,0.544
City Hotel,322,1,16,1,1,2,2,1,Deluxe,3,5,4325.56,0.384
Resort Hotel,363,2,26,1,2,2,1,0,Family,4,7,6222.2,0.476
Resort Hotel,222,1,14,5,0,3,1,0,Standard,0,3,3434.77,0.668
City Hotel,249,10,47,3,3,2,0,1,Suite,1,9,9265.57,0.816
City Hotel,82,10,18,7,2,3,1,0,Family,3,0,8451.92,0.67
Resort Hotel,239,4,28,2,0,2,2,1,Deluxe,4,4,5179.69,0.581
City Hotel,359,4,47,5,0,3,1,0,Deluxe,1,6,5303.27,0.513
Resort Hotel,322,7,19,3,0,3,1,1,Standard,4,5,4005.1,0.748
City Hotel,262,10,30,5,1,1,1,1,Standard,3,2,4186.92,0.775
Resort Hotel,188,11,41,7,0,2,0,1,Deluxe,0,6,7910.17,0.843
City Hotel,289,11,21,7,1,2,0,1,Deluxe,3,3,6393.97,0.743
Resort Hotel,361,9,21,4,0,1,2,1,Standard,2,4,3930.36,0.825
City Hotel,57,9,48,1,0,3,2,1,Family,4,6,7887.0,0.606
Resort Hotel,8,5,30,1,1,3,0,1,Suite,1,1,9215.32,0.566
Resort Hotel,303,10,49,7,1,1,1,0,Standard,1,3,3766.49,0.71
City Hotel,114,1,42,5,2,1,1,1,Family,3,3,6232.58,0.605
City Hotel,209,1,37,7,0,3,0,0,Deluxe,3,5,5315.23,0.471
Resort Hotel,40,6,41,1,1,3,2,0,Suite,3,6,9552.62,0.553
City Hotel,303,2,46,0,2,1,1,0,Family,1,3,6349.56,0.551
Resort Hotel,172,8,32,5,2,2,2,1,Suite,0,9,10670.65,0.944
City Hotel,233,9,30,4,1,3,1,0,Suite,1,0,9224.12,0.627
Resort Hotel,280,4,22,6,0,1,2,1,Suite,0,0,8388.45,0.724
Resort Hotel,77,5,24,5,2,2,1,0,Family,3,4,7975.78,0.624
Resort Hotel,107,11,10,5,0,2,2,1,Family,2,0,8856.91,0.776
Resort Hotel,280,8,24,1,0,2,2,1,Deluxe,1,2,5778.33,0.64
Resort Hotel,38,3,1,4,2,2,2,0,Suite,3,8,8987.13,0.638
Resort Hotel,118,5,52,5,1,1,0,1,Standard,1,2,3260.92,0.729
City Hotel,334,3,35,1,0,3,2,0,Standard,3,2,3826.29,0.726
City Hotel,335,12,16,7,3,2,0,1,Standard,1,8,5619.57,0.829
City Hotel,26,10,5,2,1,2,0,1,Family,4,4,8012.21,0.681
Resort Hotel,103,3,31,4,2,1,2,0,Deluxe,1,7,5721.91,0.754
Resort Hotel,73,3,45,3,3,2,0,1,Family,4,9,8181.57,0.53
Resort Hotel,190,12,37,0,0,1,0,0,Suite,0,8,8543.37,0.723
Resort Hotel,323,7,25,3,1,1,0,0,Standard,1,5,3706.73,0.704
City Hotel,146,7,43,6,3,3,1,0,Family,0,6,8607.65,0.579
City Hotel,254,7,49,7,1,2,2,1,Standard,2,6,5544.14,0.625
Resort Hotel,283,10,25,4,0,3,0,0,Family,4,6,8962.79,0.813
City Hotel,212,8,3,5,1,1,2,0,Standard,1,3,4974.1,0.987
City Hotel,122,5,38,1,3,2,0,0,Suite,0,1,10377.27,0.682
Resort Hotel,205,5,32,6,1,1,2,0,Standard,3,1,4254.31,0.743
City Hotel,239,4,48,4,2,1,0,1,Suite,0,6,5989.28,0.549
Resort Hotel,338,7,20,0,2,1,1,1,Suite,1,9,8018.34,0.702
City Hotel,285,10,30,4,3,2,1,0,Family,2,6,8104.49,0.558
Resort Hotel,21,4,2,6,1,1,1,0,Family,4,9,8533.14,0.467
Resort Hotel,258,2,5,1,3,1,0,0,Family,3,6,6390.65,0.566
Resort Hotel,356,4,19,3,1,2,2,0,Suite,0,7,9051.12,0.635
Resort Hotel,104,8,20,2,0,3,0,0,Deluxe,1,2,6494.22,0.784
City Hotel,257,9,22,3,2,1,1,0,Deluxe,1,4,6183.13,0.706
Resort Hotel,203,3,11,1,0,3,0,1,Suite,4,5,8245.67,0.726
Resort Hotel,309,7,18,6,1,3,2,0,Suite,3,7,9574.12,0.73
Resort Hotel,261,12,27,1,0,3,1,0,Family,0,7,8846.85,0.619
City Hotel,106,9,31,7,3,3,0,0,Family,0,9,8712.89,0.544
Resort Hotel,250,11,35,0,3,3,2,0,Family,0,2,8359.06,0.788
City Hotel,220,4,44,4,1,3,1,0,Deluxe,4,3,5965.21,0.576
Resort Hotel,221,10,45,7,2,2,2,0,Deluxe,4,5,7155.52,0.772
City Hotel,257,3,21,4,3,2,2,1,Suite,3,3,8631.76,0.541
City Hotel,200,5,52,3,2,3,1,1,Deluxe,0,9,7042.68,0.565
Resort Hotel,257,1,20,6,1,2,0,0,Family,0,3,7193.14,0.452
City Hotel,348,3,9,2,2,2,0,1,Family,3,4,6374.61,0.569
Resort Hotel,224,8,31,2,1,3,0,0,Family,3,9,8051.7,0.784
Resort Hotel,201,11,9,0,0,3,0,1,Family,3,6,7477.27,0.667
Resort Hotel,225,8,7,1,1,1,2,0,Family,1,1,7077.04,0.686
City Hotel,235,4,33,0,0,2,0,0,Standard,3,1,3530.79,0.742
City Hotel,182,2,1,4,1,3,0,0,Suite,2,9,7906.61,0.376
Resort Hotel,199,8,19,5,3,2,2,1,Suite,4,8,9722.63,0.764
Resort Hotel,356,8,3,5,3,2,2,1,Deluxe,3,3,5868.06,0.679
City Hotel,245,10,39,5,2,2,1,0,Family,1,4,8265.08,0.672
Resort Hotel,352,4,12,1,1,1,2,0,Standard,2,2,3079.96,0.545
Resort Hotel,110,3,30,0,1,3,1,1,Family,1,1,7182.71,0.678
Resort Hotel,5,2,16,7,1,2,1,0,Family,1,9,8943.65,0.537
City Hotel,235,9,13,6,2,3,0,0,Deluxe,1,7,7221.03,0.617
City Hotel,126,1,50,3,3,2,0,0,Standard,1,3,3441.58,0.438
City Hotel,103,7,24,4,1,3,0,1,Standard,0,0,4440.81,0.625
Resort Hotel,236,5,17,5,2,3,2,1,Suite,4,5,8925.31,0.712
Resort Hotel,154,8,27,6,1,3,2,0,Family,0,5,8173.26,0.65
Resort Hotel,256,4,29,2,0,2,0,0,Standard,2,1,3213.57,0.598
City Hotel,234,7,41,7,1,1,0,1,Suite,0,1,9548.39,0.606
Resort Hotel,288,5,14,0,0,3,2,0,Standard,2,7,2194.57,0.585
Resort Hotel,39,5,5,4,2,1,1,0,Family,3,6,8282.77,0.609
Resort Hotel,287,9,43,4,2,3,1,0,Suite,2,1,10049.78,0.632
Resort Hotel,196,9,52,2,3,1,0,0,Standard,0,9,3191.26,0.647
City Hotel,272,9,38,7,1,3,0,1,Deluxe,0,0,6524.5,0.673
City Hotel,263,12,6,2,2,1,0,0,Standard,2,7,4255.83,0.95
Resort Hotel,56,6,24,2,3,3,1,0,Family,0,9,8104.66,0.656
City Hotel,297,6,40,5,1,3,0,0,Deluxe,2,1,5913.18,0.56
City Hotel,97,5,33,7,2,1,1,1,Standard,1,4,4614.99,0.709
Resort Hotel,136,9,9,5,0,3,2,1,Standard,4,5,4492.64,0.815
Resort Hotel,86,10,42,0,2,2,2,1,Suite,2,9,10441.47,0.658
City Hotel,241,8,49,2,0,3,2,0,Family,1,0,7780.22,0.863
Resort Hotel,198,7,3,3,3,3,0,0,Standard,1,1,5769.14,0.713
City Hotel,309,7,23,4,3,2,2,0,Standard,1,9,4060.85,0.717
Resort Hotel,83,6,21,7,1,2,1,1,Standard,1,3,4205.22,0.686
City Hotel,241,5,22,2,1,2,1,1,Family,2,1,7429.86,0.659
Resort Hotel,280,4,45,7,1,1,1,0,Deluxe,0,5,5989.29,0.588
City Hotel,322,3,8,4,3,2,0,0,Family,1,3,7642.83,0.64
City Hotel,251,3,20,1,0,1,0,1,Suite,3,2,7054.01,0.542
City Hotel,189,6,14,6,1,2,1,0,Suite,1,5,8955.16,0.807
Resort Hotel,151,4,30,1,1,1,1,0,Family,0,8,7930.98,0.401
City Hotel,301,12,52,2,3,2,1,0,Standard,0,7,4713.56,0.709
City Hotel,277,12,8,4,0,2,1,1,Standard,4,1,5291.15,0.836
Resort Hotel,138,6,19,6,2,3,2,0,Deluxe,4,2,5776.97,0.642
Resort Hotel,175,3,45,1,1,2,1,1,Family,1,1,6193.64,0.525
City Hotel,7,4,38,2,2,3,0,0,Family,1,9,8169.06,0.617
City Hotel,294,9,36,4,2,2,0,1,Standard,4,6,4287.86,0.604
Resort Hotel,234,5,6,2,1,2,0,1,Suite,1,8,8660.03,0.521
Resort Hotel,162,7,52,5,3,3,0,1,Suite,3,0,9112.16,0.662
Resort Hotel,48,10,34,4,1,3,0,0,Deluxe,2,2,5975.88,0.788
Resort Hotel,301,2,10,1,0,1,1,0,Deluxe,4,5,4544.34,0.478
Resort Hotel,37,5,31,2,0,3,1,0,Suite,4,3,8277.55,0.445
City Hotel,135,9,11,7,1,1,2,1,Family,0,9,8642.59,0.748
Resort Hotel,309,11,43,1,2,2,2,1,Deluxe,1,9,5949.16,0.824
City Hotel,218,3,35,2,0,3,2,0,Standard,4,0,4140.22,0.466
City Hotel,347,9,11,7,0,3,1,1,Family,4,8,8120.95,0.686
City Hotel,295,11,40,7,1,2,2,1,Standard,3,6,5109.0,0.866
Resort Hotel,33,6,32,0,1,2,1,0,Deluxe,1,6,6004.87,0.534
City Hotel,351,4,49,7,3,2,0,1,Suite,2,0,9062.45,0.597
City Hotel,78,7,26,1,1,2,1,0,Deluxe,3,8,6085.23,0.609
Resort Hotel,235,8,22,1,1,3,1,0,Suite,2,7,9921.2,0.918
City Hotel,272,6,1,3,0,2,0,1,Family,0,9,8026.54,0.527
City Hotel,160,5,48,6,0,2,0,0,Deluxe,4,4,5379.12,0.443
Resort Hotel,174,6,29,5,0,3,0,1,Deluxe,3,3,5393.33,0.711
City Hotel,307,5,52,1,2,1,2,0,Deluxe,2,0,4724.82,0.592
City Hotel,220,8,39,4,0,3,2,0,Family,1,8,9161.26,0.597
City Hotel,8,1,22,6,0,1,2,0,Standard,0,7,3324.96,0.476
Resort Hotel,288,11,32,7,1,2,0,0,Standard,0,1,4679.74,0.927
Resort Hotel,112,7,25,2,3,3,2,0,Suite,4,3,9631.55,0.675
Resort Hotel,204,10,40,0,0,2,0,0,Deluxe,4,3,6677.46,0.896
City Hotel,185,10,45,4,3,3,0,0,Standard,2,6,4374.77,0.626
City Hotel,340,11,29,6,0,1,0,1,Family,2,2,8413.52,0.884
Resort Hotel,196,2,37,4,0,3,2,0,Deluxe,0,7,5615.05,0.453
City Hotel,265,9,32,4,3,2,2,0,Suite,2,6,9556.14,0.848
City Hotel,261,1,30,4,1,3,0,1,Standard,4,9,3314.72,0.64
Resort Hotel,247,11,18,6,0,2,2,1,Family,0,3,8304.07,0.676
Resort Hotel,114,10,44,0,3,3,1,0,Family,0,8,8264.22,0.792
City Hotel,120,6,48,7,0,1,2,1,Suite,1,5,8897.95,0.671
City Hotel,140,9,3,3,2,3,0,0,Standard,1,2,4114.3,0.819
City Hotel,64,1,12,5,2,3,0,0,Deluxe,2,6,5033.4,0.412
Resort Hotel,275,4,51,7,2,3,0,1,Family,2,5,8241.37,0.559
Resort Hotel,312,4,20,1,2,3,1,1,Suite,4,7,8200.89,0.605
Resort Hotel,238,9,50,6,1,1,0,0,Family,4,4,8209.58,0.875
Resort Hotel,301,11,8,4,2,2,0,1,Family,1,5,8059.2,0.781
City Hotel,9,5,31,7,3,3,2,0,Standard,0,0,5234.64,0.528
Resort Hotel,232,5,24,1,0,3,1,0,Standard,3,7,3748.02,0.657
Resort Hotel,194,6,13,6,3,3,2,1,Deluxe,3,0,7077.25,0.548
Resort Hotel,11,1,8,1,2,1,0,0,Family,2,2,6384.93,0.356
Resort Hotel,176,1,42,4,1,2,0,1,Suite,3,1,7920.91,0.509
Resort Hotel,176,9,14,3,2,2,1,1,Family,3,5,8650.1,0.753
City Hotel,216,3,15,6,2,3,0,1,Suite,1,7,9259.91,0.594
City Hotel,10,4,21,1,1,3,1,0,Family,0,7,8422.63,0.605
Resort Hotel,117,1,15,2,1,2,2,0,Suite,4,6,7834.79,0.704
City Hotel,163,9,26,1,1,3,1,0,Family,1,6,7804.16,0.88
Resort Hotel,38,8,38,5,1,3,2,1,Family,4,7,8724.68,0.618
Resort Hotel,52,2,46,4,1,3,0,0,Deluxe,1,4,4938.43,0.644
City Hotel,217,8,38,0,1,1,2,1,Standard,1,2,4502.21,0.926
